variant,date_num,prob,SE,df,asymp.LCL,asymp.UCL,date,totcases,cases,smoothed_totcases,smoothed_cases
Alpha,18794,0.026196768300684056,0.0020567470421684717,NA,0.02216561817272457,0.030227918428643544,2021-06-16,13246,347.00239291086103,9724.943548056082,254.7620928656575
C.1.2,18794,0.013000023393906013,0.0016450672408262993,NA,0.009775750849739789,0.016224295938072238,2021-06-16,13246,172.19830987567906,9724.943548056082,126.42449362914442
Other,18794,0.049910390367884534,0.002545279592567828,NA,0.04492173403586681,0.05489904669990226,2021-06-16,13246,661.1130308129985,9724.943548056082,485.37572878911914
Omicron,18794,8.295590906668174e-15,2.590110106015612e-14,NA,-4.246963433117002e-14,5.906081614450638e-14,2021-06-16,13246,NA,9724.943548056082,NA
Delta,18795,0.7258857258505833,0.0065171705697107864,NA,0.7131123062528458,0.7386591454483208,2021-06-17,11767,8541.497336083814,10387.33566080893,7540.018685799939
Beta,18795,0.1871150617747653,0.005346526347012254,NA,0.1766360626922268,0.19759406085730383,2021-06-17,11767,2201.782931903663,10387.33566080893,1943.6269538474858
Alpha,18795,0.024974277967306273,0.0019849554568773155,NA,0.021083836760910486,0.02886471917370206,2021-06-17,11767,293.8723288412929,10387.33566080893,259.41620813275523
C.1.2,18795,0.0133711078198892,0.0016397851896343151,NA,0.010157187905823761,0.01658502773395464,2021-06-17,11767,157.33782571663622,10387.33566080893,138.89018508205623
Other,18795,0.048653826587445895,0.0024959548310674947,NA,0.04376184501151485,0.05354580816337694,2021-06-17,11767,572.5095774544758,10387.33566080893,505.3836279465904
Omicron,18795,1.001432977630545e-14,3.109244214802293e-14,NA,-5.0925737025214684e-14,7.095439657782559e-14,2021-06-17,11767,NA,10387.33566080893,NA
Delta,18796,0.7379125709526339,0.006348031714306755,NA,0.7254706574198746,0.7503544844853931,2021-06-18,10510,7755.461120712182,11081.289073596212,8177.022509766711
Beta,18796,0.1771438973465977,0.0051779325103067896,NA,0.1669953361120173,0.18729245858117807,2021-06-18,10510,1861.7823611127417,11081.289073596212,1962.9827341211019
Alpha,18796,0.023791184548488133,0.0019160063883133466,NA,0.020035881033245308,0.02754648806373096,2021-06-18,10510,250.0453496046103,11081.289073596212,263.63699338507257
C.1.2,18796,0.01373693317606369,0.0016333504368184488,NA,0.010535625145766765,0.016938241206360612,2021-06-18,10510,144.37516768042937,11081.289073596212,152.22292750863588
Other,18796,0.04741541397620457,0.0024469878631178223,NA,0.04261940589388701,0.05221142205852213,2021-06-18,10510,498.33600088991005,11081.289073596212,525.4239088145569
Omicron,18796,1.2088038534536596e-14,3.7318871747414457e-014,NA,-6.105560603406507e-14,8.523168310313826e-14,2021-06-18,10510,NA,11081.289073596212,NA
Delta,18797,0.749427288978253,0.006180622887360023,NA,0.7373134907170034,0.7615410872395025,2021-06-19,13575,10173.475447879784,11800.195381298192,8843.388434020006
Beta,18797,0.1676295971384545,0.0050120973435151504,NA,0.15780606685815593,0.17745312741875305,2021-06-19,13575,2275.5717811545196,11800.195381298192,1978.0619979220673
Alpha,18797,0.022648423099682357,0.0018498105729343375,NA,0.019022860998509653,0.02627398520085506,2021-06-19,13575,307.452343578188,11800.195381298192,267.25581765455905
C.1.2,18797,0.014097213968353842,0.0016259882292268164,NA,0.010910335599783225,0.01728409233692446,2021-06-19,13575,191.36967962040342,11800.195381298192,166.34987915854137
Other,18797,0.04619747681524179,0.002398457591403064,NA,0.0414965863176451,0.050898367312838484,2021-06-19,13575,627.1307477669073,11800.195381298192,545.1392525428465
Omicron,18797,1.4590437599683254e-14,4.478763554454969e-14,NA,-7.319171502034009e-14,1.0237259021970661e-13,2021-06-19,13575,NA,11800.195381298192,NA
Delta,18798,0.7604366206682123,0.006015085360395692,NA,0.7486472699979025,0.772225971338522,2021-06-20,13155,10003.543744890332,12535.586591472356,9532.519105712992
Beta,18798,0.15856301572784418,0.004849092485478792,NA,0.14905896909860192,0.16806706235708643,2021-06-20,13155,2085.89647189979,12535.586591472356,1987.6804138613838
Alpha,18798,0.021546610097650336,0.001786268986840411,NA,0.01804558721674228,0.025047632978558394,2021-06-20,13155,283.4456558345902,12535.586591472356,270.0993966317884
C.1.2,18798,0.014451712252999408,0.0016179263222208177,NA,0.01128063493180726,0.017622789574191555,2021-06-20,13155,190.1122746882072,12535.586591472356,181.16069034251615
Other,18798,0.045002041253276164,0.002350434337836741,NA,0.0403952746030899,0.04960880790346243,2021-06-20,13155,592.0018526868479,12535.586591472356,564.1269849234545
Omicron,18798,1.7610752259082625e-14,5.374796703238021e-14,NA,-8.773332736662873e-14,1.2295483188479398e-13,2021-06-20,13155,NA,12535.586591472356,NA
Delta,18799,0.7709493097398825,0.005851584163295751,NA,0.7594804155273179,0.7824182039524471,2021-06-21,9160,7061.895677217324,13277.014424293175,10235.905105815287
Beta,18799,0.14993353648788849,0.0046890017625578545,NA,0.14074326190983025,0.15912381106594672,2021-06-21,9160,1373.3911942290586,13277.014424293175,1990.6697266349825
Alpha,18799,0.020486071586520004,0.0017252758768379034,NA,0.017104593004521954,0.023867550168518055,2021-06-21,9160,187.65241573252325,13277.014424293175,271.99386795132864
C.1.2,18799,0.01480023445982152,0.0016093923588816868,NA,0.011645883399419453,0.01795458552022359,2021-06-21,9160,135.57014765196513,13277.014424293175,196.50292640597124
Other,18799,0.043830847725866234,0.0023029807161488954,NA,0.03931708846512414,0.04834460698660833,2021-06-21,9160,401.4905651689347,13277.014424293175,581.9427974853237
Omicron,18799,2.125702824178881e-14,6.449973146560538e-14,NA,-1.0516012244330259e-13,1.476741789268802e-13,2021-06-21,9160,NA,13277.014424293175,NA
Delta,18800,0.7809758179857952,0.005690306091618464,NA,0.7698230229852141,0.7921286129863763,2021-06-22,11093,8663.364748916427,14012.003902302065,10943.03620922051
Beta,18800,0.1417293166800077,0.0045319192548369455,NA,0.1328469181596837,0.15061171520033173,2021-06-22,11093,1572.2033099313255,14012.003902302065,1985.9117383908733
Alpha,18800,0.019466871683117584,0.001666721434021623,NA,0.01620015770017425,0.022733585666060915,2021-06-22,11093,215.94600758082336,14012.003902302065,272.76988198945713
C.1.2,18800,0.015142628030099872,0.0016006112682274236,NA,0.012005487591125142,0.0182797684690746,2021-06-22,11093,167.9771727378979,14012.003902302065,212.17856304886806
Other,18800,0.04268536562095399,0.002256152439478305,NA,0.03826338809594433,0.047107343145963654,2021-06-22,11093,473.50876083324266,14012.003902302065,598.1075096519978
Omicron,18800,2.5660169071769962e-14,7.74038801263708e-14,NA,-1.260486482395724e-13,1.7736898638311233e-13,2021-06-22,11093,NA,14012.003902302065,NA
Delta,18801,0.7905280540619869,0.0055314563080369975,NA,0.7796865989161775,0.8013695092077963,2021-06-23,17493,13828.707249706336,14726.104651777296,11641.39885428268
Beta,18801,0.13393751750268756,0.004377946489741867,NA,0.12535690005654995,0.14251813494882518,2021-06-23,17493,2342.9689936745135,14726.104651777296,1972.3778995438304
Alpha,18801,0.018488840873396566,0.0016104940951035623,NA,0.01533233044967916,0.021645351297113972,2021-06-23,17493,323.4252933983261,14726.104651777296,272.26860559169535
C.1.2,18801,0.015478777956817161,0.0015918026970758942,NA,0.012358902000054687,0.018598653913579635,2021-06-23,17493,270.7702627986026,14726.104651777296,227.94210407371307
Other,18801,0.041566809605080746,0.0022099990515614355,NA,0.03723529105815265,0.04589832815200884,2021-06-23,17493,727.1282004216774,14726.104651777296,612.1171882849208
Omicron,18801,3.09788551465282e-14,9.28951004922173e-14,NA,-1.5109219615844671e-13,2.130499064515031e-13,2021-06-23,17493,NA,14726.104651777296,NA
Delta,18802,0.7996191187389766,0.0053752540524909555,NA,0.7890838143883414,0.8101544230896118,2021-06-24,16078,12856.276191085266,15403.124900676296,12316.633158905166
Beta,18802,0.1265445172475285,0.0042271891545405255,NA,0.11825937874879075,0.13482965574626624,2021-06-24,16078,2034.582748305763,15403.124900676296,1949.1810046594671
Alpha,18802,0.017551603629512354,0.0015564824731315228,NA,0.014500954039606738,0.02060225321941797,2021-06-24,16078,282.19468315529963,15403.124900676296,270.3495429125422
C.1.2,18802,0.01580860330300346,0.0015831784946835042,NA,0.012705630472325456,0.018911576133681465,2021-06-24,16078,254.17072390568964,15403.124900676296,243.50189118140614
Other,18802,0.04047615708094167,0.0021645645771831527,NA,0.03623368846745152,0.044718625694431816,2021-06-24,16078,650.7756535473801,15403.124900676296,623.4593030171378
Omicron,18802,3.740554054682351e-14,1.1149713137216623e-13,NA,-1.8112482132215325e-13,2.5593590241580024e-13,2021-06-24,16078,NA,15403.124900676296,NA
Delta,18803,0.8082630685513205,0.005221927894560444,NA,0.7980282779481169,0.818497859154524,2021-06-25,18762,15164.631692159874,16029.547189906476,12956.090999202004
Beta,18803,0.11953610640716973,0.004079753650304765,NA,0.11153993618677657,0.1275322766275629,2021-06-25,18762,2242.7364284113187,16029.547189906476,1916.109658551409
Alpha,18803,0.016654604970869583,0.001504576932124881,NA,0.013705688371935051,0.019603521569804112,2021-06-25,18762,312.4736984634551,16029.547189906476,266.96577630980494
C.1.2,18803,0.016132053761823233,0.0015749402757028667,NA,0.013045227543644032,0.019218879980002435,2021-06-25,18762,302.6695926793275,16029.547189906476,258.5895170452538
Other,18803,0.03941416630877183,0.0021198880929451775,NA,0.03525926199534398,0.043569070622199675,2021-06-25,18762,739.488588285177,16029.547189906476,631.7912387972799
Omicron,18803,4.5173767909698046e-14,1.338413139014553e-13,NA,-2.1715038698067437e-13,3.0749792280007047e-13,2021-06-25,18762,NA,16029.547189906476,NA
Delta,18804,0.8164746990448951,0.005071710874050328,NA,0.8065343283917563,0.8264150696980339,2021-06-26,17956,14660.619696050137,16598.242644533566,13552.045167869686
Beta,18804,0.11289766417730765,0.003935743737847301,NA,0.10518374819874789,0.12061158015586741,2021-06-26,17956,2027.1904579677362,16598.242644533566,1873.9028240160173
Alpha,18804,0.015797135679650406,0.0014546708300000569,NA,0.012946033243489308,0.018648238115811504,2021-06-26,17956,283.6533682638027,16598.242644533566,262.2046910994561
C.1.2,18804,0.01644910631039486,0.0015672770938345954,NA,0.013377299652684452,0.01952091296810527,2021-06-26,17956,295.3601529094501,16598.242644533566,273.0262578256622
Other,18804,0.038381394787697386,0.0020760042231395865,NA,0.03431250127859074,0.04245028829680403,2021-06-26,17956,689.1763248078943,16598.242644533566,637.0637037218371
Omicron,18804,5.456709621371675e-14,1.6068907355198963e-13,NA,-2.603777006572906e-13,3.695118930847241e-13,2021-06-26,17956,NA,16598.242644533566,NA
Delta,18805,0.824269348188634,0.0049248357907580856,NA,0.8146168474089742,0.8339218489682937,2021-06-27,15036,12393.7139193643,17103.471485496884,14097.867293113404
Beta,18805,0.10661431629626353,0.003795257458207246,NA,0.0991757483661203,0.11405288422640676,2021-06-27,15036,1603.0528598306184,17103.471485496884,1823.474918718889
Alpha,18805,0.014978355960270648,0.0014066614606607695,NA,0.012221350158935034,0.017735361761606262,2021-06-27,15036,225.21456021862946,17103.471485496884,256.1818840661113
C.1.2,18805,0.016759761998385934,0.0015603632664672267,NA,0.013701506193310896,0.01981801780346097,2021-06-27,15036,251.99978140773092,17103.471485496884,286.65011144310813
Other,18805,0.037378217556380065,0.0020329435680638427,NA,0.03339372138037258,0.04136271373238755,2021-06-27,15036,562.0188791777307,17103.471485496884,639.2972781542454
Omicron,18805,6.593000341171134e-14,1.9295918004093112e-13,NA,-3.122630399548936e-13,4.4412304677831627e-13,2021-06-27,15036,NA,17103.471485496884,NA
Delta,18806,0.8316627199903494,0.004781530825406735,NA,0.8222910917815841,0.8410343481991146,2021-06-28,12222,10164.58176372205,17540.44460953495,14587.733873805897
Beta,18806,0.10067107457262633,0.003658384448757013,NA,0.09350077281146117,0.1078413763337915,2021-06-28,12222,1230.401873426639,17540.44460953495,1765.8154073235144
Alpha,18806,0.014197317401867608,0.001360450730223441,NA,0.011530882967888447,0.01686375183584677,2021-06-28,12222,173.5196132856259,17540.44460953495,249.0272594914454
C.1.2,18806,0.017064042902464407,0.001554356396378693,NA,0.014017560346422705,0.02011052545850611,2021-06-28,12222,208.55673235391998,17540.44460953495,299.3108993454049
Other,18806,0.03640484513261262,0.0019907330733149385,NA,0.03250308000608261,0.04030661025914263,2021-06-28,12222,444.94001721079144,17540.44460953495,638.5571695672896
Omicron,18806,7.968120844528645e-14,2.317608173562309e-13,NA,-3.7456164660049146e-13,5.339240634910644e-13,2021-06-28,12222,NA,17540.44460953495,NA
Delta,18807,0.8386707279292219,0.004642015607261384,NA,0.8295725445233167,0.8477689113351271,2021-06-29,13347,11193.738205671325,17905.39740831153,15016.732678290637
Beta,18807,0.09505295877105195,0.003525203725286075,NA,0.08814368643132482,0.10196223111077908,2021-06-29,13347,1268.6718407172305,17905.39740831153,1701.9610016315364
Alpha,18807,0.013452983162945301,0.001315945603797645,NA,0.010873777173888103,0.0160321891520025,2021-06-29,13347,179.55696627583094,17905.39740831153,240.88100985985946
C.1.2,18807,0.017361989268785762,0.0015493956414206185,NA,0.014325229613798014,0.02039874892377351,2021-06-29,13347,231.73047077048358,17905.39740831153,310.8733176564492
Other,18807,0.035461340867898636,0.0019493963490490216,NA,0.03164059423216868,0.03928208750362859,2021-06-29,13347,473.3025165638431,17905.39740831153,634.9494008713241
Omicron,18807,9.632995892936791e-14,2.7843372261493606e-13,NA,-4.4939010947732223e-13,6.42050027336058e-13,2021-06-29,13347,NA,17905.39740831153,NA
Delta,18808,0.8453093574837183,0.004506497788654257,NA,0.8364767841215466,0.85414193084589,2021-06-30,19506,16488.60432707741,18195.6358110152,15380.941216416993
Beta,18808,0.08974510176621622,0.0033957819576961486,NA,0.08308949142978085,0.0964007121026516,2021-06-30,19506,1750.5679550518137,18195.6358110152,1632.9691875605674
Alpha,18808,0.012744246347763779,0.0012730583590361392,NA,0.010249097813835286,0.015239394881692271,2021-06-30,19506,248.58926925948026,18195.6358110152,231.8896652297703
C.1.2,18808,0.017653656857960717,0.001545600283560858,NA,0.01462433596768654,0.020682977748234892,2021-06-30,19506,344.35223067138173,18195.6358110152,321.2195109200841
Other,18808,0.03454763754422451,0.0019089539479211373,NA,0.03080615655815353,0.03828911853029549,2021-06-30,19506,673.8862179376433,18195.6358110152,628.6162308856648
Omicron,18808,1.1649595621390064e-13,3.3459692939377314e-13,NA,-5.393019747355859e-13,7.722938871633872e-13,2021-06-30,19506,NA,18195.6358110152,NA
Delta,18809,0.8515945467836226,0.00437517014380394,NA,0.8430193708755319,0.8601697226917132,2021-07-01,21584,18380.81669777771,18409.55444948063,15677.47617789388
Beta,18809,0.08473283904466258,0.003270172235575868,NA,0.07832341923969105,0.09114225884963412,2021-07-01,21584,1828.8735979399971,18409.55444948063,1559.8938140517942
Alpha,18809,0.012069946585401182,0.0012317066809344895,NA,0.009655845851252216,0.014484047319550148,2021-07-01,21584,260.5177270992991,18409.55444948063,222.20233886626588
C.1.2,18809,0.017939114500357213,0.0015430686457913257,NA,0.014914755528933222,0.020963473471781204,2021-07-01,21584,387.19784737571007,18409.55444948063,330.2511051697936
Other,18809,0.033663553085815597,0.0018694236097365619,NA,0.029999550138883075,0.03732755603274812,2021-07-01,21584,726.5941298042438,18409.55444948063,619.731013496304
Omicron,18809,1.4093374420055264e-13,4.0220798990111807e-13,NA,-6.473794302998883e-13,9.292469187009935e-13,2021-07-01,21584,NA,18409.55444948063,NA
Delta,18810,0.8575420842381887,0.004248208178566025,NA,0.8492157492093708,0.8658684192670065,2021-07-02,24270,20812.54638446084,18546.627835117873,15904.513889316986
Beta,18810,0.08000178374379441,0.0031484132967082076,NA,0.0738310070737993,0.08617256041378951,2021-07-02,24270,1941.6432914618904,18546.627835117873,1483.763309241738
Alpha,18810,0.011428884855326067,0.0011918136298214865,NA,0.009092973064592003,0.013764796646060132,2021-07-02,24270,277.37903543876365,18546.627835117873,211.96727398214756
C.1.2,18810,0.01821844186409991,0.0015418773975768131,NA,0.015196417696273012,0.02124046603192681,2021-07-02,24270,442.1615840417048,18546.627835117873,337.89066098919216
Other,18810,0.03280880529842034,0.001830820479865897,NA,0.029220463095724843,0.036397147501115834,2021-07-02,24270,796.2697045926617,18546.627835117873,608.4927015846455
Omicron,18810,1.7056257913969452e-13,4.836349648733697e-13,NA,-7.773445336764039e-13,1.118469691955793e-12,2021-07-02,24270,NA,18546.627835117873,NA
Delta,18811,0.863167521878575,0.004125768216857228,NA,0.8550811647649749,0.8712538789921752,2021-07-03,26485,22860.99181695406,18607.37632191315,16061.282908447849
Beta,18811,0.0755378884762527,0.003030529175863954,NA,0.0695981604374615,0.0814776165150439,2021-07-03,26485,2000.6209762935528,18607.37632191315,1405.5619174403407
Alpha,18811,0.01081983662862773,0.0011533075110431602,NA,0.008559395443883606,0.013080277813371856,2021-07-03,26485,286.56337310920543,18607.37632191315,201.32877189049626
C.1.2,18811,0.018491727433678173,0.0015420812773742293,NA,0.015469303668791162,0.021514151198565184,2021-07-03,26485,489.7534010809664,18607.37632191315,344.0825312006951
Other,18811,0.03198302558265983,0.001793157307434543,NA,0.028468501841473308,0.03549754932384635,2021-07-03,26485,847.0704325567456,18607.37632191315,595.120192929927
Omicron,18811,2.065030332443457e-13,5.817439775561104e-13,NA,-9.336942109887081e-13,1.3467002774773995e-12,2021-07-03,26485,NA,18607.37632191315,NA
Delta,18812,0.8684861030915122,0.004007985917609617,NA,0.86063059504245365,0.8763416111405707,2021-07-04,16585,14403.84201977273,18593.30937723608,16148.030804610635
Beta,18812,0.07132749520560099,0.002916529221841852,NA,0.06561120297093233,0.07704378744026964,2021-07-04,16585,1182.9665079848924,18593.30937723608,1326.2141854610625
Alpha,18812,0.010241563412667867,0.0011161216714613115,NA,0.00805400513423905,0.012429121691096685,2021-07-04,16585,169.8563291990966,18593.30937723608,190.4245570383154
C.1.2,18812,0.018759066693558278,0.0015437132450552857,NA,0.015733444330792466,0.02178468905632409,2021-07-04,16585,311.11912111266406,18593.30937723608,348.7931306615342
Other,18812,0.031185771596410495,0.001756444628111757,NA,0.027743203384472604,0.03462833980834839,2021-07-04,16585,517.2160219264681,18593.30937723608,579.8466994598818
Omicron,18812,2.5012187598717965e-13,7.000057496909774e-13,NA,-1.1218641823780956e-12,1.622107934352455e-12,2021-07-04,16585,NA,18593.30937723608,NA
Delta,18813,0.8735127034023789,0.003894975171457018,NA,0.8658786923456454,0.8811467144591123,2021-07-05,12513,10930.264457673966,18506.849269969345,16165.967937271264
Beta,18813,0.06735737442441576,0.002806408426827514,NA,0.061856914981924124,0.0728578338669074,2021-07-05,12513,842.8428261727145,18506.849269969345,1246.5727756935507
Alpha,18813,0.009692822799790765,0.0010801942441230302,NA,0.007575680985002159,0.011809964614579371,2021-07-05,12513,121.28629169378185,18506.849269969345,179.38361055624995
C.1.2,18813,0.019020560508504536,0.00154678505871174,NA,0.015988917501604853,0.02205220351540422,2021-07-05,12513,238.00427364291727,18506.849269969345,352.01064636122493
Other,18813,0.030416538864606955,0.0017206909353820348,NA,0.02704404660273363,0.03378903112648028,2021-07-05,12513,380.60215081282684,18506.849269969345,562.9143000814455
Omicron,18813,3.030871366194257e-13,8.426252990495415e-13,NA,-1.348428101979968e-12,1.9546023752188195e-12,2021-07-05,12513,NA,18506.849269969345,NA
Delta,18814,0.8782617829814631,0.003786827326879723,NA,0.8708397378051067,0.8856838281578194,2021-07-06,15500,13613.057636212678,18351.238701649854,16117.19162202943
Beta,18814,0.06361475484563682,0.0027001480111209964,NA,0.05832256199091221,0.06890694770036143,2021-07-06,15500,986.0287001073707,18351.238701649854,1167.409551119218
Alpha,18814,0.009172377128719983,0.0010454678590368339,NA,0.007123297778013592,0.011221456479426375,2021-07-06,15500,142.17184549515974,18351.238701649854,168.3244821506941
C.1.2,18814,0.019276313690369928,0.0015512882516876907,NA,0.016235844587421947,0.022316782793317908,2021-07-06,15500,298.78286220073386,18351.238701649854,353.7442338198595
Other,18814,0.02967477135344271,0.0016859028431277926,NA,0.02637046249947856,0.03297908020740686,2021-07-06,15500,459.95895597836204,18351.238701649854,544.5688125239083
Omicron,18814,3.674356961901399e-13,1.014699911692967e-12,NA,-1.6213395858440482e-12,2.356210978224328e-12,2021-07-06,15500,NA,18351.238701649854,NA
Delta,18815,0.8827473495880719,0.0036836107009026128,NA,0.8755276052812364,0.8899670938949074,2021-07-07,21427,18914.627459623618,18130.43614879963,16004.59445722864
Beta,18815,0.060087344759793056,0.002597716208864161,NA,0.054995914548363375,0.06517877497122274,2021-07-07,21427,1287.4915361680858,18130.43614879963,1089.409767518338
Alpha,18815,0.008679000871302777,0.0010118893346592274,NA,0.006695734219030494,0.010662267523575061,2021-07-07,21427,185.9649516694046,18130.43614879963,157.35407113253135
C.1.2,18815,0.019526433739762875,0.0015571954679421327,NA,0.0164743867057073,0.022578480773818452,2021-07-07,21427,418.3928957418991,18130.43614879963,354.02276013253754
Other,18815,0.028959871040623707,0.0016520852415660195,NA,0.025721843467764155,0.03219789861348326,2021-07-07,21427,620.5231567874441,18130.43614879963,525.0550927794995
Omicron,18815,4.4565630755922893e-13,1.2224116471295473e-12,NA,-1.9502264950969684e-12,2.8415391102154264e-12,2021-07-07,21427,NA,18130.43614879963,NA
Delta,18816,0.8869829307278886,0.003585370336363925,NA,0.879955733997377,0.8940101274584001,2021-07-08,22910,20320.77894297593,17849.002760206302,15831.760778817958
Beta,18816,0.05676334613919111,0.0024990692040351746,NA,0.05186526050440899,0.06166143177397323,2021-07-08,22910,1300.4482600488684,17849.002760206302,1013.1691219169678
Alpha,18816,0.008211486858029967,9.794093617973437e-4,NA,0.006291879782785814,0.01013109393327412,2021-07-08,22910,188.12516391746655,17849.002760206302,146.56685159437467
C.1.2,18816,0.01977102975019014,0.0015644620989432223,NA,0.016704740381083487,0.022837319119296796,2021-07-08,22910,452.9542915768561,17849.002760206302,352.89316458326476
Other,18816,0.028271206524159438,0.0016192414479036714,NA,0.025097551603993754,0.03144486144432512,2021-07-08,22910,647.6933414684927,17849.002760206302,504.61284328408425
Omicron,18816,5.407916229554256e-13,1.4732620393211279e-12,NA,-2.3467489139040176e-12,3.4283321598148686e-12,2021-07-08,22910,NA,17849.002760206302,NA
Delta,18817,0.8909815538724236,0.0034921279775179206,NA,0.8841371088070837,0.8978259989377635,2021-07-09,22441,19994.517050451057,17511.984575807157,15602.855228742575
Beta,18817,0.05363146249089569,0.0024041521714614185,NA,0.04891941082147755,0.05834351416031383,2021-07-09,22441,1203.5436497581902,17511.984575807157,939.1933439185455
Alpha,18817,0.007768651454030459,9.479821889616806e-4,NA,0.005910640505680121,0.009626662402380796,2021-07-09,22441,174.3363072798975,17511.984575807157,136.04450443780323
C.1.2,18817,0.020010211461869282,0.0015730281548454147,NA,0.016927132931704773,0.02309328999203379,2021-07-09,22441,449.04915541580857,17511.984575807157,350.41851447889445
Other,18817,0.02760812072012445,0.0015873733525206717,NA,0.024496926119165333,0.030719315321083566,2021-07-09,22441,619.5538370803127,17511.984575807157,483.4729842178413
Omicron,18817,6.565636520840578e-13,1.7763583807131436e-12,NA,-2.8250347977495926e-12,4.138162101917709e-12,2021-07-09,22441,NA,17511.984575807157,NA
Delta,18818,0.8947557336717272,0.0034038822443359334,NA,0.8880842470652134,0.9014272202782411,2021-07-10,21610,19335.671404646026,17124.793624014226,15322.507283031766
Beta,18818,0.050680901376555024,0.0023129003829222548,NA,0.04614769992619851,0.05521410282691154,2021-07-10,21610,1095.214278747354,17124.793624014226,867.8999767525233
Alpha,18818,0.007349338793565928,9.175653160350647e-4,NA,0.005550943820674089,0.009147733766457767,2021-07-10,21610,158.8192113289597,17124.793624014226,125.8559101127782
C.1.2,18818,0.02024408845235628,0.0015828202969345344,NA,0.0171418176763656,0.023346359228346963,2021-07-10,21610,437.47475145541927,17124.793624014226,346.6758368528909
Other,18818,0.02696993770499804,0.0015564815609928689,NA,0.02391928990285133,0.030020585507144745,2021-07-10,21610,582.8203538050076,17124.793624014226,461.8546172506113
Omicron,18818,7.975281188978624e-13,2.1427630936329233e-12,NA,-3.402210372024294e-12,4.997266609820019e-12,2021-07-10,21610,NA,17124.793624014226,NA
Delta,18819,0.8983174651782898,0.0033206089952290017,NA,0.8918091911409012,0.9048257392156784,2021-07-11,16302,14644.371317336481,16693.843608951243,14996.371274875875
Beta,18819,0.04790137243212684,0.0022252403445337243,NA,0.04353998149989524,0.052262763364358436,2021-07-11,16302,780.8881733885318,16693.843608951243,799.6580200360539
Alpha,18819,0.006952424175980097,8.881192011668359e-4,NA,0.005211742527714616,0.008693105824245578,2021-07-11,16302,113.33841891682755,16693.843608951243,116.06268189690346
C.1.2,18819,0.020472769451342417,0.0015937539576688742,NA,0.01734906909409325,0.023596469808591584,2021-07-11,16302,333.7470875957841,16693.843608951243,341.76921146282484
Other,18819,0.02635596876129163,0.0015265655320764243,NA,0.023363955298381617,0.029347982224201645,2021-07-11,16302,429.65500274657614,16693.843608951243,439.9824206634069
Omicron,18819,9.692644807832094e-13,2.5859202941199924e-12,NA,-4.0990461625831985e-12,6.037575124149617e-12,2021-07-11,16302,NA,16693.843608951243,NA
Delta,18820,0.9016782221882075,0.0032422618747032644,NA,0.8953235056853418,0.9080329386910732,2021-07-12,11182,10082.565880508537,16229.13267775855,14633.455500537872
Beta,18820,0.045283081636696705,0.0021410909371077395,NA,0.041086620512340424,0.049479542761052986,2021-07-12,11182,506.35541886154255,16229.13267775855,734.9051399397226
Alpha,18820,0.006576816720014051,8.596069842933442e-4,NA,0.004892017989940009,0.008261615450088093,2021-07-12,11182,73.54196456319711,16229.13267775855,106.73603114640883
C.1.2,18820,0.020696361767385252,0.0016057354785578269,NA,0.017549178060713724,0.02384354547405678,2021-07-12,11182,231.4267172829019,16229.13267775855,335.8840010697847
Other,18820,0.02576551768651796,0.0014976237113724228,NA,0.0228302291498348,0.028700806223201116,2021-07-12,11182,288.1100187706438,16229.13267775855,418.15200504563444
Omicron,18820,1.1786099809573961e-12,3.1221768492310865e-12,NA,-4.940744196900274e-12,7.297964158815066e-12,2021-07-12,11182,NA,16229.13267775855,NA
Delta,18821,0.9048489598931002,0.0031687730477452324,NA,0.8986382788443383,0.9110596409418621,2021-07-13,12535,11342.281712260012,15741.195322095684,14243.404214672415
Beta,18821,0.042816722498391385,0.00206036453649415,NA,0.03877848221183929,0.04685496278494348,2021-07-13,12535,536.707616517336,15741.195322095684,673.9863918991475
Alpha,18821,0.006221461366734316,8.319942293865633e-4,NA,0.004590782641791496,0.007852140091677135,2021-07-13,12535,77.98601823201464,15741.195322095684,97.93323856263723
C.1.2,18821,0.020914970814907053,0.001618664204138855,NA,0.01774244727173071,0.024087494358083397,2021-07-13,12535,262.16915916485993,15741.195322095684,329.22664075338264
Other,18821,0.025197885425432998,0.0014696536604242708,NA,0.02231741718125397,0.028078353669612026,2021-07-13,12535,315.85549380780265,15741.195322095684,396.6448361855289
Omicron,18821,1.4339480991723671e-12,3.7714191578861e-12,NA,-5.957897620888767e-12,8.8257938192335e-12,2021-07-13,12535,NA,15741.195322095684,NA
Delta,18822,0.9078401211207171,0.0031000541254383534,NA,0.9017641266847332,0.913916115556701,2021-07-14,17489,15877.215878280222,15239.79021720712,13835.292996643631
Beta,18822,0.04049346474838258,0.001982968096012412,NA,0.03660691869770629,0.044380010799058865,2021-07-14,17489,708.1902049844629,15239.79021720712,617.1119079332223
Alpha,18822,0.005885340314341625,8.052486865574678e-4,NA,0.004307081890090806,0.007463598738592444,2021-07-14,17489,102.92871675752068,15239.79021720712,89.69135174743818
C.1.2,18822,0.021128699730451693,0.001632434480032219,NA,0.017929186942467173,0.024328212518436212,2021-07-14,17489,369.5198295858697,15239.79021720712,321.99695145444446
Other,18822,0.02465237408436145,0.0014426521808103355,NA,0.021824827767755028,0.02747992040096787,2021-07-14,17489,431.1453703613974,15239.79021720712,375.697009401782
